policy_id,sub_sector,region,policy_year,premium_usd,had_claim,n_claims,total_loss,bi_loss,log_revenue,cyber_control_score,vendor_control_pressure,prior_incident_score,limit_mm,retention_mm,predicted_claim_probability,expected_claim_frequency,expected_claim_severity,pure_premium,technical_premium_template,premium_gap,indicated_to_current_ratio,actual_loss_ratio,simulated_VaR_95,simulated_VaR_99,risk_adjusted_technical_premium
POL-2020282,Asset Manager,National,2021,430448,0,0.0,0.0,0.0,5.748437115196633,0.6272500000000001,19.23076923076923,0.0,10,0.364,0.22965,0.22949,1775550.2,407469.6,905488.0,475040.0,2.10359,0.0,2664146.523921491,4582756.690548873,1134625.8345274436
POL-2020283,Investment Bank,Northeast,2021,40740718,0,0.0,0.0,0.0,9.193641722353131,0.6987500000000001,11.707317073170733,0.6931471805599453,25,0.882,0.19777,0.19763,1750214.49,345896.16,768658.13,-39972059.87,0.01887,0.0,2509827.884460001,4365662.061221429,986941.2330610715
POL-2020284,Fintech-Payments,West,2021,550121,1,1.0,4148.0,898.0,6.324179734851483,0.7905000000000001,78.84615384615384,0.6931471805599453,2,0.062,0.15928,0.15917,665293.97,105894.64,235321.42,-314799.58,0.42776,0.00754,718931.3867086236,1650217.6807679357,317832.3040383968
POL-2020285,National Bank,National,2021,289932991,0,0.0,0.0,0.0,10.014639763898263,0.80075,15.135135135135135,0.6931471805599453,250,10.512,0.14985,0.14975,1252611.5,187574.39,416831.97,-289516159.03,0.00144,0.0,1334059.3935944617,3611554.610249949,597409.7005124975
POL-2020286,Insurance Carrier,Southeast,2024,86679161,0,0.0,0.0,0.0,9.033125752550372,0.70775,8.571428571428571,0.0,250,7.723,0.15473,0.15463,2207120.71,341282.35,758405.22,-85920755.78,0.00875,0.0,2647805.707938848,5929771.047741511,1054893.7723870755
POL-2020287,Hedge Fund,National,2024,857319,0,0.0,0.0,0.0,6.401917196727186,0.6695,18.484848484848484,0.0,5,0.035,0.24305,0.24289,1362098.22,330835.81,735190.7,-122128.3,0.85755,0.0,2181554.6305976706,3853061.2565149833,927843.7628257491
POL-2020288,Community Bank,Southwest,2023,28652,0,0.0,0.0,0.0,4.407938016458383,0.724,14.50980392156863,0.0,1,0.025,0.12596,0.12587,342384.96,43096.79,95770.64,67118.64,3.34255,0.0,345655.4080277651,786886.5923229386,135114.96961614693
POL-2020289,Regional Bank,Midwest,2020,475836,0,0.0,0.0,0.0,6.568779912142806,0.60025,13.428571428571429,0.6931471805599453,2,0.041,0.31743,0.31721,198220.4,62878.48,139729.95,-336106.05,0.29365,0.0,374727.9407299413,715669.247390141,175513.41236950707
POL-2020290,Fintech-Payments,Northeast,2020,232091,0,0.0,0.0,0.0,6.181878273799273,0.6015,16.666666666666664,0.0,1,0.025,0.22687,0.22671,369828.89,83844.5,186321.12,-45769.88,0.80279,0.0,518303.90277915815,1000000.0,236321.12
POL-2020291,Community Bank,National,2024,178407,0,0.0,0.0,0.0,4.757891273005756,0.8375,4.615384615384616,0.0,15,0.306,0.1541,0.154,3893400.4,599577.14,1332393.64,1153986.64,7.46828,0.0,5368775.784914671,11086086.675088713,1886697.9737544355
POL-2020292,Community Bank,Southwest,2024,19633,0,0.0,0.0,0.0,3.822098297900159,0.918,12.926829268292684,0.0,2,0.033,0.12173,0.12165,703132.06,85533.53,190074.51,170441.51,9.68138,0.0,789059.3546892918,1951136.890488598,287631.3545244299
POL-2020293,Credit Union,Southwest,2021,16417,0,0.0,0.0,0.0,4.07753744390572,0.80075,8.88888888888889,0.0,1,0.025,0.1647,0.16459,183156.6,30145.94,66990.98,50573.98,4.08059,0.0,253372.3778175766,505122.5702538878,92247.1085126944
POL-2020294,Broker-Dealer,Midwest,2021,4262567,0,0.0,0.0,0.0,7.567552479860528,0.7132500000000002,3.488372093023256,0.6931471805599453,15,0.535,0.1171,0.11702,3698762.43,432811.4,961803.11,-3300763.89,0.22564,0.0,3371721.6593638663,9966638.31516249,1460135.0257581244
POL-2020295,Community Bank,National,2022,243350,0,0.0,0.0,0.0,4.804840381116659,0.7895,56.45161290322581,0.0,25,0.335,0.12289,0.12281,956415.11,117457.15,261015.9,17665.9,1.07259,0.0,1043609.5140339391,2547242.8175786845,388378.0408789342
POL-2020296,Asset Manager,Midwest,2022,6465223,0,0.0,0.0,0.0,8.329247850751992,0.7322500000000001,6.956521739130434,0.0,10,0.294,0.17485,0.17474,2970149.05,518989.03,1153308.96,-5311914.04,0.17839,0.0,4292816.547355815,8910191.915335104,1598818.5557667552
POL-2020297,National Bank,National,2022,108508395,0,0.0,0.0,0.0,10.40436889543065,0.73675,10.526315789473683,0.0,25,1.036,0.19708,0.19694,2516592.28,495618.37,1101374.16,-107407020.84,0.01015,0.0,3039401.103027499,5735696.710249675,1388158.9955124836
POL-2020298,Community Bank,Northeast,2023,1340333,0,0.0,0.0,0.0,5.43197375136071,0.7855000000000001,7.435897435897436,0.0,100,3.949,0.12576,0.12568,558267.09,70160.47,155912.14,-1184420.86,0.11632,0.0,526582.6750314264,1428670.614035151,227345.67070175757
POL-2020299,Credit Union,Midwest,2022,20479,1,1.0,319153.0,44826.0,4.191168746857641,0.7712500000000001,6.521739130434782,0.0,1,0.049,0.16395,0.16384,444526.21,72830.48,161845.52,141366.52,7.903,15.5844,657357.0460730426,1000000.0,211845.52
POL-2020300,Community Bank,Midwest,2024,10300,0,0.0,0.0,0.0,3.370738174177447,0.83,19.18918918918919,0.0,1,0.025,0.14276,0.14266,757291.68,108035.15,240078.12,229778.12,23.30855,0.0,1000000.0,1000000.0,290078.12
POL-2020301,Regional Bank,Southwest,2021,1761562,0,0.0,0.0,0.0,6.5297107664499645,0.62675,4.11764705882353,0.6931471805599453,25,0.779,0.17538,0.17526,1682893.85,294945.44,655434.3,-1106127.7,0.37208,0.0,2519908.057485005,5128999.738839336,911884.2869419669
POL-2020302,Fintech-Payments,Northeast,2024,392499,0,0.0,0.0,0.0,6.674813885187817,0.617,6.774193548387097,0.0,1,0.029,0.1706,0.17048,385528.49,65725.56,146056.8,-246442.2,0.37212,0.0,491306.2431526909,990206.1349642532,195567.10674821265
POL-2020303,Insurance Carrier,National,2020,3621404,1,1.0,37263.0,21467.0,7.370041707083466,0.85325,28.421052631578945,0.0,25,1.057,0.19486,0.19473,2517478.89,490232.34,1089405.2,-2531998.8,0.30082,0.01029,3911761.770952936,7784199.719410238,1478615.1859705118
POL-2020304,Community Bank,Northeast,2023,96310,0,0.0,0.0,0.0,3.8815637979434374,0.6375,1.4285714285714284,0.0,15,0.467,0.16773,0.16762,1348171.38,225974.86,502166.35,405856.35,5.21406,0.0,1390631.792500606,3669140.4824421424,685623.3741221072
POL-2020305,Asset Manager,West,2020,1935133,0,0.0,0.0,0.0,7.303439375235196,0.6755,8.4375,0.6931471805599453,10,0.221,0.2712,0.27102,879466.73,238352.11,529671.34,-1405461.66,0.27371,0.0,1403362.2655829813,2403481.2908028467,649845.4045401423
POL-2020306,Community Bank,Midwest,2022,155833,0,0.0,0.0,0.0,5.040841136153322,0.7144999999999999,12.63157894736842,0.0,5,0.15,0.20408,0.20394,1003814.58,204720.37,454934.15,299101.15,2.91937,0.0,1401388.3936598436,2848485.846033666,597358.4423016834
POL-2020307,Regional Bank,Southwest,2024,609642,0,0.0,0.0,0.0,7.112164432240096,0.854,10.571428571428571,0.0,2,0.027,0.15357,0.15346,946653.45,145276.18,322835.96,-286806.04,0.52955,0.0,1170281.9976828466,2000000.0,422835.96
POL-2020308,Fintech-Payments,Northeast,2023,365893,1,1.0,177707.0,16203.0,5.652489180268651,0.8502500000000001,0.8571428571428571,0.0,5,0.112,0.14446,0.14436,387908.69,55997.6,124439.12,-241453.88,0.3401,0.48568,451442.3070999424,1010094.6801149559,174943.8540057478
POL-2020309,Insurance Carrier,Southeast,2024,10263050,0,0.0,0.0,0.0,8.135259045834438,0.71275,9.5,0.0,25,0.762,0.15979,0.15968,3155551.23,503884.93,1119744.28,-9143305.72,0.1091,0.0,3811232.0804997324,7074062.890442346,1473447.4245221172
POL-2020310,National Bank,Southwest,2020,42345981,0,0.0,0.0,0.0,8.921057018157429,0.9442499999999999,14.69387755102041,0.0,50,1.056,0.09638,0.09631,2549339.34,245532.97,545628.82,-41800352.18,0.01289,0.0,1464425.5639228341,4714229.9632316325,781340.3181615816
POL-2020311,Regional Bank,Southeast,2020,244541,0,0.0,0.0,0.0,6.517375808292013,0.71075,5.952380952380953,0.0,1,0.038,0.13891,0.13882,1239943.67,172126.56,382503.47,137962.47,1.56417,0.0,1000000.0,1022046.3634143065,433605.7881707153
POL-2020312,Broker-Dealer,Northeast,2024,2336259,0,0.0,0.0,0.0,6.025141073467366,0.6070000000000001,12.142857142857142,0.6931471805599453,50,2.01,0.1498,0.1497,317855.92,47581.58,105736.84,-2230522.16,0.04526,0.0,348410.5911337666,705292.7827439246,141001.47913719623
POL-2020313,Regional Bank,Southeast,2022,8316433,0,0.0,0.0,0.0,7.097217943927458,0.82425,10.789473684210526,0.6931471805599453,100,4.119,0.18168,0.18156,3640999.06,661053.23,1469007.18,-6847425.82,0.17664,0.0,4740361.395245556,10656558.30357125,2001835.0951785624
POL-2020314,Regional Bank,Midwest,2023,73282,0,0.0,0.0,0.0,4.960744524482791,0.7247500000000001,28.13953488372093,0.0,2,0.025,0.19482,0.19469,912174.83,177587.32,394638.5,321356.5,5.3852,0.0,1441064.4592330148,2000000.0,494638.5
POL-2020315,Broker-Dealer,Midwest,2021,472320,0,0.0,0.0,0.0,5.5254529391317835,0.8842500000000001,3.076923076923077,0.6931471805599453,10,0.299,0.10021,0.10014,2377092.47,238051.21,529002.69,56682.69,1.12001,0.0,1469186.9865763583,4195885.236936607,738796.9518468303
POL-2020316,Fintech-Lending,Northeast,2024,12749118,0,0.0,0.0,0.0,6.426002902701853,0.60425,145.625,0.6931471805599453,500,5.497,0.23508,0.23492,603390.66,141749.02,314997.82,-12434120.18,0.02471,0.0,996666.091958938,1831818.2402946607,406588.732014733
POL-2020317,Hedge Fund,Northeast,2023,614010,0,0.0,0.0,0.0,5.740435792304236,0.76225,10.909090909090908,0.0,10,0.128,0.21379,0.21364,394120.83,84200.81,187112.91,-426897.09,0.30474,0.0,641616.0409656654,1069488.2475046432,240587.32237523218
POL-2020318,Fintech-Payments,Midwest,2022,9940426,0,0.0,0.0,0.0,5.991464547107982,0.44525000000000003,27.857142857142854,0.0,500,22.54,0.26943,0.26925,4091275.94,1101575.21,2447944.91,-7492481.09,0.24626,0.0,6404898.243035843,12184176.850251285,3057153.7525125644
POL-2020319,Regional Bank,Southeast,2021,1080441,0,0.0,0.0,0.0,5.978125982668802,0.5395000000000001,7.0,0.0,25,0.75,0.23037,0.23021,3379553.29,778013.9,1728919.79,648478.79,1.6002,0.0,5597002.630197705,10361705.619328912,2247005.070966446
POL-2020320,Fintech-Lending,National,2021,335079,0,0.0,0.0,0.0,5.418320158942733,0.6104999999999999,6.486486486486486,1.0986122886681098,5,0.028,0.18545,0.18532,3215667.8,595929.81,1324288.46,989209.46,3.95217,0.0,4623433.366443561,5217235.052609291,1585150.2126304645
POL-2020321,Insurance Carrier,Southwest,2024,4955848,1,1.0,520873.0,27887.0,8.178694903738998,0.8315,6.75,0.0,10,0.165,0.11897,0.11888,3613739.03,429614.53,954698.95,-4001149.05,0.19264,0.1051,2974415.7477748273,7925676.017421291,1350982.7508710646
POL-2020322,Regional Bank,Northeast,2021,410836,1,1.0,67555.0,15366.0,6.922052583682961,0.8285000000000001,7.1875,0.0,1,0.049,0.14717,0.14707,1006979.74,148097.01,329104.46,-81731.54,0.80106,0.16443,1000000.0,1000000.0,379104.46
POL-2020323,Insurance Carrier,Northeast,2022,2139271,0,0.0,0.0,0.0,8.309455360251876,0.45525000000000004,23.928571428571427,0.0,2,0.062,0.27459,0.27441,894652.86,245499.0,545553.33,-1593717.67,0.25502,0.0,1632583.0731858816,2351311.106758767,663118.8853379383
POL-2020324,National Bank,Southeast,2023,59955892,0,0.0,0.0,0.0,9.052773864847754,0.6519999999999999,6.333333333333333,0.0,100,4.592,0.13432,0.13423,3563090.14,478265.63,1062812.52,-58893079.48,0.01773,0.0,3483570.8485037647,7121500.003249317,1418887.520162466
POL-2020325,Broker-Dealer,West,2021,1422382,0,0.0,0.0,0.0,6.290642784698189,0.559,16.956521739130434,0.0,15,0.279,0.17031,0.17019,676948.59,115212.94,256028.75,-1166353.25,0.18,0.0,817860.8621621552,1847300.5754815256,348393.77877407626
POL-2020326,Community Bank,West,2021,835157,0,0.0,0.0,0.0,5.093750200806762,0.7052500000000002,48.5,0.0,100,1.04,0.2016,0.20146,357912.39,72104.4,160232.0,-674925.0,0.19186,0.0,460406.1005314188,1047288.5314383126,212596.42657191562
POL-2020327,Credit Union,Southwest,2021,24961,0,0.0,0.0,0.0,4.021773869387265,0.77375,18.333333333333332,0.0,2,0.071,0.14664,0.14654,237661.43,34827.47,77394.39,52433.39,3.10061,0.0,237856.9589855208,698543.4355128597,112321.56177564299
POL-2020328,Custodian Bank,Northeast,2021,36680151,0,0.0,0.0,0.0,8.66345569839449,0.8605000000000002,10.232558139534884,0.6931471805599453,100,2.8,0.11037,0.1103,68240.85,7526.92,16726.49,-36663424.51,0.00046,0.0,68576.78843126004,176436.93551261708,25548.336775630858
POL-2020329,Community Bank,National,2020,19922,0,0.0,0.0,0.0,4.231203744939298,0.5475,29.615384615384613,0.0,1,0.045,0.25388,0.2537,173099.49,43915.81,97590.69,77668.69,4.89864,0.0,281248.4554552122,542405.9176953236,124710.98588476618
POL-2020330,National Bank,Southwest,2024,93925008,0,0.0,0.0,0.0,9.91787357569883,0.84075,9.761904761904763,0.0,50,2.446,0.12917,0.12908,2292500.3,295910.31,657578.47,-93267429.53,0.007,0.0,2181577.1740249307,5410348.790969504,928095.9095484752
POL-2020331,Credit Union,Southeast,2020,267980,0,0.0,0.0,0.0,4.399375273008495,0.817,4.081632653061225,0.0,50,1.59,0.11544,0.11536,755664.04,87170.53,193712.28,-74267.72,0.72286,0.0,718964.4452838112,1802916.6292672073,283858.1114633604
POL-2020332,Regional Bank,National,2024,1347419,0,0.0,0.0,0.0,6.501740019568492,0.61025,21.379310344827587,1.0986122886681098,15,0.292,0.27396,0.27377,2162715.11,592085.48,1315745.52,-31673.48,0.97649,0.0,3197132.759887579,6688442.280148924,1650167.6340074462
POL-2020333,Regional Bank,National,2021,1324418,1,1.0,1923956.0,1232800.0,6.540741357248225,0.8252500000000002,1.25,0.0,15,0.702,0.12543,0.12534,2077219.09,260367.35,578594.11,-745823.89,0.43687,1.45268,2325889.3619040013,5012632.328646275,829225.7264323138
POL-2020334,Hedge Fund,National,2023,370044,0,0.0,0.0,0.0,5.69608626802173,0.9462499999999999,7.446808510638299,0.0,5,0.206,0.15751,0.1574,1077081.55,169534.73,376743.85,6699.85,1.01811,0.0,1237861.1016378393,2465540.7333049383,500020.8866652469
POL-2020335,Community Bank,Southwest,2022,241884,0,0.0,0.0,0.0,4.509760001183433,0.6075,5.357142857142857,0.0,25,1.241,0.11824,0.11815,380769.56,44989.81,99977.35,-141906.65,0.41333,0.0,371943.782752287,915274.6820371593,145741.08410185797
POL-2020336,Broker-Dealer,Northeast,2023,1543084,1,1.0,2054050.0,473233.0,5.925591802957274,0.7672500000000001,2.6666666666666665,0.0,50,0.776,0.10232,0.10225,3763738.14,384852.91,855228.68,-687855.32,0.55423,1.33113,3862298.935815191,9033899.776235359,1306923.668811768
POL-2020337,Fintech-Lending,Northeast,2024,435857,0,0.0,0.0,0.0,4.930870325627393,0.6799999999999999,3.888888888888889,0.0,25,1.198,0.13367,0.13358,831323.72,111044.47,246765.49,-189091.51,0.56616,0.0,975078.629966518,2246984.277145742,359114.70385728707
POL-2020338,Investment Bank,West,2024,93120353,1,1.0,640377.0,208175.0,8.899485198557949,0.7607499999999999,15.294117647058824,1.0986122886681098,250,7.377,0.14311,0.14301,4789521.63,684969.51,1522154.47,-91598198.53,0.01635,0.00688,5897032.834767968,10772599.817615444,2060784.4608807722
POL-2020339,Community Bank,Northeast,2023,69995,0,0.0,0.0,0.0,3.9852734671677386,0.6125,4.8,0.6931471805599453,10,0.18,0.17714,0.17702,230344.67,40775.7,90612.67,20617.67,1.29456,0.0,337414.28801081836,622336.2460714383,121729.48230357192
POL-2020340,Custodian Bank,Southwest,2021,3834302,0,0.0,0.0,0.0,8.267705664762426,0.8370000000000001,4.7368421052631575,0.0,5,0.148,0.07898,0.07893,185439.35,14636.51,32525.59,-3801776.41,0.00848,0.0,106673.00835360574,420226.63222607714,53536.92161130386
POL-2020341,Credit Union,West,2020,81764,1,1.0,13796.0,0.0,4.192680462942962,0.7217499999999999,11.38888888888889,0.6931471805599453,10,0.492,0.24532,0.24515,229959.08,56373.99,125275.52,43511.52,1.53216,0.16873,368943.11317524005,634224.3677646037,156986.73838823018
POL-2020342,Regional Bank,Southwest,2024,2687000,1,1.0,3353255.0,779963.0,6.967626676019528,0.76825,4.814814814814815,0.0,25,0.84,0.16588,0.16576,1176382.82,195002.82,433339.59,-2253660.41,0.16127,1.24795,1350862.5670060802,3111527.757874163,588915.9778937082
POL-2020343,Credit Union,Midwest,2020,99714,0,0.0,0.0,0.0,3.8543938925915096,0.5885,28.0,0.0,25,0.908,0.22496,0.22481,619634.12,139298.12,309551.38,209837.38,3.10439,0.0,835257.9635693294,1888811.2135888766,403991.9406794438
POL-2020344,Community Bank,Midwest,2023,57282,1,1.0,850970.0,124242.0,3.711130063048756,0.65675,24.848484848484848,0.0,10,0.075,0.17367,0.17355,302534.55,52506.21,116680.46,59398.46,2.03695,14.8558,437330.68532451335,910645.963679137,162212.75818395684
POL-2020345,Investment Bank,Midwest,2023,4571393,0,0.0,0.0,0.0,8.479200523906142,0.51175,13.5,0.0,2,0.025,0.24977,0.2496,1640532.34,409475.69,909945.99,-3661447.01,0.19905,0.0,2000000.0,2490446.7567991475,1034468.3278399573
POL-2020346,Community Bank,Southeast,2023,32204,0,0.0,0.0,0.0,4.455509411433685,0.7042499999999999,27.89473684210526,1.0986122886681098,1,0.025,0.16308,0.16297,966187.53,157456.31,349902.91,317698.91,10.8652,0.0,1000000.0,1000000.0,399902.91
POL-2020347,Insurance Carrier,Southwest,2024,1639332,0,0.0,0.0,0.0,7.941651252930556,0.5820000000000001,11.538461538461538,0.6931471805599453,2,0.05,0.23174,0.23158,507205.04,117458.27,261018.39,-1378313.61,0.15922,0.0,827476.8645009195,1858818.508683232,353959.31543416163
POL-2020348,Fintech-Payments,Southwest,2024,209712,0,0.0,0.0,0.0,4.822697998516666,0.769,22.307692307692307,0.0,5,0.206,0.13939,0.1393,509524.23,70974.21,157720.47,-51991.53,0.75208,0.0,523866.5640802594,1375811.0434510356,226511.02217255178
POL-2020349,Hedge Fund,Southwest,2021,469557,1,1.0,118787.0,19094.0,6.532916364415733,0.34225,7.2,0.6931471805599453,2,0.059,0.30221,0.302,308688.84,93225.05,207166.78,-262390.22,0.4412,0.25298,574460.5944168709,1016349.1177540806,257984.23588770404
POL-2020350,Community Bank,National,2023,25222,0,0.0,0.0,0.0,2.856470206220483,0.8590000000000001,16.666666666666668,0.6931471805599453,15,0.377,0.16419,0.16408,359804.56,59037.45,131194.33,105972.33,5.20158,0.0,428840.44368033076,866522.4004837477,174520.4500241874
POL-2020351,Community Bank,Midwest,2023,185896,0,0.0,0.0,0.0,5.271973391208435,0.9137500000000002,10.465116279069768,0.0,5,0.102,0.14407,0.14397,753925.1,108544.33,241209.61,55313.61,1.29755,0.0,744071.241402154,1777894.6770633294,330104.34385316644
POL-2020352,Community Bank,National,2024,37801,0,0.0,0.0,0.0,4.310799125385514,0.8080000000000002,11.794871794871796,0.6931471805599453,2,0.026,0.20576,0.20562,691508.28,142185.0,315966.66,278165.66,8.35869,0.0,1038729.9552970543,2000000.0,415966.66
POL-2020353,Fintech-Lending,Northeast,2020,216624,0,0.0,0.0,0.0,4.2456340097683265,0.7842500000000001,5.882352941176471,0.0,15,0.56,0.12095,0.12086,367808.95,44454.43,98787.61,-117836.39,0.45603,0.0,317035.7973570458,747328.6128134235,136154.04064067118
POL-2020354,Community Bank,Midwest,2022,658049,0,0.0,0.0,0.0,5.1298987149230735,0.8717500000000001,2.2222222222222223,0.0,50,2.432,0.13077,0.13068,1109333.05,144966.41,322147.58,-335901.42,0.48955,0.0,1025754.3119960458,2516662.550052339,447980.707502617
POL-2020355,Broker-Dealer,West,2024,3130735,0,0.0,0.0,0.0,7.546076617258303,0.548,29.333333333333332,1.0986122886681098,10,0.284,0.23327,0.23311,5644385.0,1315773.56,2923941.25,-206793.75,0.93395,0.0,8821773.419833692,11732008.98484771,3510541.6992423856
POL-2020356,Asset Manager,National,2022,1411606,0,0.0,0.0,0.0,7.247579035836864,0.76825,34.166666666666664,0.0,5,0.033,0.13866,0.13857,3300830.74,457384.8,1016410.67,-395195.33,0.72004,0.0,3735232.8282196033,5000000.0,1266410.67
POL-2020357,Community Bank,National,2020,96641,1,1.0,28509.0,18591.0,3.914021008090819,0.5347500000000001,12.222222222222221,0.0,15,0.147,0.2712,0.27102,496851.99,134655.19,299233.75,202592.75,3.09634,0.295,943263.6171786241,1714350.7950778063,384951.2897538903
POL-2020358,Investment Bank,Southeast,2023,61088394,0,0.0,0.0,0.0,9.314970621054266,0.749,81.30434782608695,0.0,50,0.84,0.1656,0.16548,5450976.21,902039.64,2004532.53,-59083861.47,0.03281,0.0,5462963.2975801565,12379391.600742789,2623502.1100371396
POL-2020359,Credit Union,National,2022,211828,0,0.0,0.0,0.0,4.401829261970061,0.97975,23.137254901960787,0.6931471805599453,25,1.212,0.13664,0.13654,191588.57,26160.03,58133.4,-153694.6,0.27444,0.0,169197.06789170846,381725.7321282876,77219.68660641438
POL-2020360,Insurance Carrier,Southeast,2024,17328879,0,0.0,0.0,0.0,8.369458551381651,0.6315,23.79310344827586,0.0,50,0.377,0.16624,0.16613,10710632.06,1779312.67,3954028.16,-13374850.84,0.22818,0.0,10710308.660182603,26384013.62564001,5273228.841282001
POL-2020361,Investment Bank,National,2022,65433023,0,0.0,0.0,0.0,8.54593612694845,0.611,9.72972972972973,0.6931471805599453,250,8.036,0.3159,0.31568,5207289.31,1643845.73,3652990.51,-61780032.49,0.05583,0.0,10466954.151054703,18910352.582787693,4598508.139139384
POL-2020362,Fintech-Lending,Midwest,2024,632753,1,1.0,58490.0,1118.0,5.511410582008745,0.6460000000000001,13.57142857142857,0.0,15,0.164,0.20029,0.20016,1398131.44,279845.8,621879.56,-10873.44,0.98282,0.09244,1909993.032600226,3366484.682593267,790203.7941296634
