policy_id,insured_id,sub_sector,primary_regulator,region,inception_date,expiration_date,policy_year,revenue_mm,employees,assets_mm,limit_mm,retention_mm,premium_usd,has_trading_desk,processes_payments,custodial_aum_bn,core_banking_vendor,n_third_party_vendors,cloud_provider_primary,mfa_coverage_pct,edr_deployed,soc_24_7,control_maturity_nist,prior_incidents_3yr,n_claims,total_loss,bi_loss,n_findings,n_high_sev,n_med_sev,had_claim,log_revenue
POL-2020342,INS-10342,Regional Bank,OCC,Southwest,2024-10-17,2025-10-17,2024,1060.7,2574,9588.2,25,0.84,2687000,False,True,0.0,Fiserv,13,Azure,84.1,True,True,2.6,0,1.0,3353255.0,779963.0,4.0,1.0,2.0,1,6.967626676019528
POL-2020343,INS-10343,Credit Union,NCUA,Midwest,2020-02-19,2021-02-18,2020,46.2,296,122.3,25,0.908,99714,False,True,0.0,Other,126,Hybrid,94.6,False,False,4.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8543938925915096
POL-2020344,INS-10344,Community Bank,FRB,Midwest,2023-10-20,2024-10-19,2023,39.9,102,386.5,10,0.075,57282,False,True,0.0,Temenos,82,Azure,80.3,True,False,3.2,0,1.0,850970.0,124242.0,1.0,0.0,1.0,1,3.711130063048756
POL-2020345,INS-10345,Investment Bank,FDIC,Midwest,2023-06-23,2024-06-22,2023,4812.6,23259,45433.6,2,0.025,4571393,True,False,0.0,Jack Henry,27,AWS,63.9,True,False,1.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.479200523906142
POL-2020346,INS-10346,Community Bank,FINRA,Southeast,2023-12-22,2024-12-21,2023,85.1,308,882.6,1,0.025,32204,False,True,0.0,Jack Henry,53,On-Prem,84.1,True,True,1.8,2,0.0,0.0,0.0,3.0,1.0,0.0,0,4.455509411433685
POL-2020347,INS-10347,Insurance Carrier,FINRA,Southwest,2024-11-03,2025-11-03,2024,2811.0,12664,4788.0,2,0.05,1639332,False,False,0.0,,30,On-Prem,72.8,True,False,2.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7.941651252930556
POL-2020348,INS-10348,Fintech-Payments,SEC,Southwest,2024-03-03,2025-03-03,2024,123.3,861,220.7,5,0.206,209712,False,True,0.0,,58,Azure,87.6,True,True,2.5,0,0.0,0.0,0.0,3.0,2.0,1.0,0,4.822697998516666
POL-2020349,INS-10349,Hedge Fund,OCC,Southwest,2021-04-27,2022-04-27,2021,686.4,3470,1087.1,2,0.059,469557,True,False,0.0,,18,AWS,60.1,False,False,2.4,1,1.0,118787.0,19094.0,0.0,0.0,0.0,1,6.532916364415733
POL-2020350,INS-10350,Community Bank,FDIC,National,2023-09-13,2024-09-12,2023,16.4,43,154.8,15,0.377,25222,False,True,0.0,FIS,65,Azure,82.0,True,True,3.8,1,0.0,0.0,0.0,3.0,0.0,2.0,0,2.856470206220483
POL-2020351,INS-10351,Community Bank,FRB,Midwest,2023-10-18,2024-10-17,2023,193.8,794,1643.2,5,0.102,185896,False,True,0.0,In-House,45,AWS,91.1,True,True,4.2,0,0.0,0.0,0.0,3.0,0.0,0.0,0,5.271973391208435
POL-2020352,INS-10352,Community Bank,FINRA,National,2024-04-28,2025-04-28,2024,73.5,364,673.1,2,0.026,37801,False,True,0.0,Fiserv,46,GCP,61.6,True,True,3.8,1,0.0,0.0,0.0,1.0,0.0,1.0,0,4.310799125385514
POL-2020353,INS-10353,Fintech-Lending,SEC,Northeast,2020-08-05,2021-08-05,2020,68.8,348,141.4,15,0.56,216624,False,False,0.0,,30,Azure,73.7,True,False,5.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0,4.2456340097683265
POL-2020354,INS-10354,Community Bank,NCUA,Midwest,2022-07-13,2023-07-13,2022,168.0,1204,2429.0,50,2.432,658049,False,True,0.0,Fiserv,10,On-Prem,67.9,True,True,4.4,0,0.0,0.0,0.0,3.0,0.0,0.0,0,5.1298987149230735
POL-2020355,INS-10355,Broker-Dealer,FINRA,West,2024-02-01,2025-01-31,2024,1892.3,3323,4939.6,10,0.284,3130735,True,False,0.0,,44,Hybrid,94.4,True,False,1.4,2,0.0,0.0,0.0,2.0,1.0,1.0,0,7.546076617258303
POL-2020356,INS-10356,Asset Manager,SEC,National,2022-05-21,2023-05-21,2022,1403.7,9013,2347.9,5,0.033,1411606,True,False,2.0,,123,GCP,55.3,True,True,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.247579035836864
POL-2020357,INS-10357,Community Bank,FRB,National,2020-10-13,2021-10-13,2020,49.1,186,475.2,15,0.147,96641,False,True,0.0,FIS,33,On-Prem,70.7,False,True,2.6,0,1.0,28509.0,18591.0,0.0,0.0,0.0,1,3.914021008090819
POL-2020358,INS-10358,Investment Bank,FRB,Southeast,2023-12-02,2024-12-01,2023,11102.0,40788,91918.5,50,0.84,61088394,True,False,0.0,In-House,187,Hybrid,89.2,True,True,2.2,0,0.0,0.0,0.0,2.0,1.0,1.0,0,9.314970621054266
POL-2020359,INS-10359,Credit Union,NCUA,National,2022-09-10,2023-09-10,2022,80.6,282,220.0,25,1.212,211828,False,True,0.0,Finastra,118,Azure,91.9,True,True,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.401829261970061
POL-2020360,INS-10360,Insurance Carrier,FDIC,Southeast,2024-03-22,2025-03-22,2024,4312.3,15786,12184.8,50,0.377,17328879,False,False,0.0,,69,GCP,83.0,True,False,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.369458551381651
POL-2020361,INS-10361,Investment Bank,OCC,National,2022-06-09,2023-06-09,2022,5144.8,24085,65759.8,250,8.036,65433023,True,False,0.0,Finastra,36,Hybrid,69.2,False,True,3.6,1,0.0,0.0,0.0,3.0,0.0,2.0,0,8.54593612694845
POL-2020362,INS-10362,Fintech-Lending,SEC,Midwest,2024-02-28,2025-02-27,2024,246.5,1362,346.0,15,0.164,632753,False,False,0.0,,38,On-Prem,92.0,True,False,2.7,0,1.0,58490.0,1118.0,0.0,0.0,0.0,1,5.511410582008745
POL-2020363,INS-10363,Regional Bank,NCUA,Southeast,2021-06-14,2022-06-14,2021,886.7,2088,10001.9,250,1.704,8846692,False,True,0.0,Jack Henry,24,Azure,85.2,True,True,4.5,0,0.0,0.0,0.0,4.0,0.0,1.0,0,6.788633848074274
POL-2020364,INS-10364,Broker-Dealer,FINRA,Southeast,2021-06-21,2022-06-21,2021,682.6,2230,801.0,1,0.042,357960,True,False,0.0,,65,Hybrid,84.5,True,True,3.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,6.527372951241436
POL-2020365,INS-10365,Fintech-Payments,CFPB,Southwest,2020-03-20,2021-03-20,2020,541.5,2020,1300.5,5,0.087,776707,False,True,0.0,,53,On-Prem,80.7,False,True,2.6,0,0.0,0.0,0.0,1.0,0.0,1.0,0,6.296188085414615
POL-2020366,INS-10366,Regional Bank,FRB,West,2021-12-12,2022-12-12,2021,1308.9,4298,12126.4,100,2.455,9022570,False,True,0.0,Fiserv,82,AWS,90.2,True,False,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.177706077403603
POL-2020367,INS-10367,Community Bank,SEC,Southeast,2022-05-05,2023-05-05,2022,71.0,249,744.3,2,0.053,33165,False,True,0.0,FIS,20,AWS,59.7,True,True,4.1,1,0.0,0.0,0.0,3.0,0.0,2.0,0,4.276666119016055
POL-2020368,INS-10368,Insurance Carrier,FRB,Midwest,2024-09-11,2025-09-11,2024,2733.2,10942,2943.1,5,0.181,2925224,False,False,0.0,,37,On-Prem,70.9,True,True,3.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.913594167497892
POL-2020369,INS-10369,Credit Union,NCUA,Southeast,2023-01-08,2024-01-08,2023,88.9,402,157.5,2,0.051,43858,False,True,0.0,Fiserv,17,AWS,69.6,True,True,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.498697941477575
POL-2020370,INS-10370,National Bank,FDIC,Northeast,2020-07-21,2021-07-21,2020,6544.1,27379,66320.0,25,0.653,23478955,False,True,0.0,In-House,26,AWS,82.6,True,True,4.6,0,0.0,0.0,0.0,2.0,0.0,0.0,0,8.78647195706609
POL-2020371,INS-10371,Insurance Carrier,SEC,Southwest,2023-08-13,2024-08-12,2023,4166.9,15541,8210.7,2,0.041,2845749,False,False,0.0,,141,Azure,90.6,True,False,4.1,0,0.0,0.0,0.0,2.0,0.0,0.0,0,8.335167590822925
POL-2020372,INS-10372,Regional Bank,SEC,West,2023-11-04,2024-11-03,2023,596.4,1531,4884.4,15,0.484,1140907,False,True,0.0,Finastra,45,Azure,96.7,True,False,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,6.392586905782009
POL-2020373,INS-10373,Asset Manager,FDIC,West,2024-02-10,2025-02-09,2024,1342.8,5778,3917.9,2,0.097,726640,True,False,0.1,,52,Azure,93.1,True,False,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.203256700486049
POL-2020374,INS-10374,Custodian Bank,OCC,West,2022-12-14,2023-12-14,2022,4856.0,17893,49605.0,5,0.14,4520083,False,False,1.3,Temenos,26,Azure,81.0,True,True,3.6,1,0.0,0.0,0.0,4.0,0.0,1.0,0,8.488176242345745
POL-2020375,INS-10375,Community Bank,NCUA,Southeast,2020-11-03,2021-11-03,2020,79.6,398,887.5,50,0.282,265360,False,True,0.0,FIS,79,Hybrid,83.1,True,False,1.6,0,0.0,0.0,0.0,2.0,1.0,0.0,0,4.389498649512583
POL-2020376,INS-10376,Credit Union,NCUA,Northeast,2021-08-10,2022-08-10,2021,70.5,451,147.2,5,0.161,55125,False,True,0.0,FIS,37,Azure,49.9,False,False,1.8,0,0.0,0.0,0.0,1.0,0.0,0.0,0,4.269697449699962
POL-2020377,INS-10377,National Bank,OCC,Southeast,2022-07-24,2023-07-24,2022,9855.8,38108,102446.0,25,1.018,32333270,False,True,0.0,In-House,110,Azure,69.2,True,False,3.3,0,0.0,0.0,0.0,2.0,0.0,1.0,0,9.195916851310459
POL-2020378,INS-10378,Credit Union,NCUA,Midwest,2022-12-03,2023-12-03,2022,264.1,1087,564.8,5,0.219,199677,False,True,0.0,Fiserv,48,AWS,71.1,True,False,3.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.5801071132949795
POL-2020379,INS-10379,Community Bank,State,National,2023-12-28,2024-12-27,2023,45.5,156,442.9,10,0.485,72810,False,True,0.0,Other,51,Azure,88.3,True,False,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8394523125933104
POL-2020380,INS-10380,Regional Bank,NCUA,West,2021-02-14,2022-02-14,2021,191.0,724,2184.5,50,1.045,722755,False,True,0.0,In-House,21,On-Prem,83.6,True,True,2.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0,5.2574953720277815
POL-2020381,INS-10381,National Bank,FRB,Southwest,2020-11-27,2021-11-27,2020,5593.0,35572,71244.2,50,1.616,23295736,False,True,0.0,FIS,72,On-Prem,89.4,True,True,3.1,0,0.0,0.0,0.0,1.0,0.0,1.0,0,8.629449873761905
POL-2020382,INS-10382,Broker-Dealer,SEC,National,2020-12-28,2021-12-28,2020,1457.2,9444,2301.6,15,0.443,2990693,False,False,0.0,,9,GCP,86.1,True,False,2.7,0,0.0,0.0,0.0,3.0,2.0,1.0,0,7.28495807737233
POL-2020383,INS-10383,Broker-Dealer,FINRA,National,2023-11-24,2024-11-23,2023,336.0,1044,515.3,2,0.025,221266,True,False,0.0,,59,On-Prem,88.2,True,False,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.820082930352362
POL-2020384,INS-10384,Credit Union,NCUA,Southeast,2024-01-01,2024-12-31,2024,37.8,160,62.7,15,0.082,61052,False,True,0.0,Finastra,25,On-Prem,79.3,False,False,2.8,1,2.0,396619.0,58386.0,0.0,0.0,0.0,1,3.6584202466292277
POL-2020385,INS-10385,Regional Bank,SEC,Northeast,2023-06-08,2024-06-07,2023,216.3,1334,2868.7,5,0.231,193663,False,True,0.0,Finastra,119,Azure,62.0,True,True,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.381278887262384
POL-2020386,INS-10386,Fintech-Payments,CFPB,Northeast,2020-08-15,2021-08-15,2020,434.6,1979,862.2,25,0.183,1578408,False,True,0.0,,204,On-Prem,83.7,True,True,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.076724391058805
POL-2020387,INS-10387,Asset Manager,OCC,West,2020-02-13,2021-02-12,2020,327.8,1030,831.1,5,0.2,367477,False,False,11.9,,42,Hybrid,50.9,True,False,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.7954496631820245
POL-2020388,INS-10388,Hedge Fund,FINRA,Midwest,2023-06-12,2024-06-11,2023,335.1,1177,531.2,25,0.217,1134884,False,False,0.0,,13,Hybrid,88.0,True,True,3.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.81740873473106
POL-2020389,INS-10389,Insurance Carrier,FINRA,Northeast,2022-12-15,2023-12-15,2022,3315.3,20214,7622.2,2,0.052,1680067,False,False,0.0,,37,GCP,87.2,True,False,2.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,8.106604982609303
POL-2020390,INS-10390,Fintech-Payments,State,Southeast,2024-09-12,2025-09-12,2024,527.5,2928,817.7,15,0.151,1676609,False,True,0.0,,10,On-Prem,88.5,True,False,4.2,3,0.0,0.0,0.0,2.0,0.0,0.0,0,6.270042805310292
POL-2020391,INS-10391,Insurance Carrier,State,Southeast,2020-05-20,2021-05-20,2020,5567.6,27063,12807.6,25,0.853,12951161,False,False,0.0,,78,On-Prem,79.9,True,True,2.9,0,1.0,1156850.0,200818.0,0.0,0.0,0.0,1,8.624898954829403
POL-2020392,INS-10392,Community Bank,FDIC,Southwest,2023-01-21,2024-01-21,2023,234.8,615,2390.6,25,1.17,590138,False,True,0.0,Temenos,4,Hybrid,77.0,False,True,1.2,1,1.0,519920.0,330451.0,0.0,0.0,0.0,1,5.462983988103271
POL-2020393,INS-10393,Asset Manager,State,Southwest,2024-12-02,2025-12-02,2024,731.5,1968,1690.5,10,0.192,980764,False,False,29.4,,35,Hybrid,80.9,True,False,4.1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.596463340891223
POL-2020394,INS-10394,Insurance Carrier,CFPB,West,2021-12-27,2022-12-27,2021,5747.5,28411,15390.0,250,4.002,59323626,False,False,0.0,,25,On-Prem,86.7,True,False,4.3,0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.656694230193795
POL-2020395,INS-10395,Insurance Carrier,SEC,Southwest,2021-05-13,2022-05-13,2021,3566.4,12555,4909.0,100,3.121,19493412,False,False,0.0,,83,Azure,82.6,True,False,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.179592318124204
POL-2020396,INS-10396,Fintech-Lending,CFPB,National,2024-05-27,2025-05-27,2024,409.1,826,1010.7,15,0.26,941575,False,False,0.0,,85,Hybrid,95.6,True,True,3.8,0,1.0,6647362.0,2873014.0,0.0,0.0,0.0,1,6.016401032398013
POL-2020397,INS-10397,Broker-Dealer,SEC,National,2022-11-12,2023-11-12,2022,889.8,2579,2008.0,100,4.364,7568323,False,False,0.0,,42,Azure,81.1,True,False,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.792119935383212
POL-2020398,INS-10398,Community Bank,State,National,2020-06-18,2021-06-18,2020,113.6,543,1158.6,10,0.179,164733,False,True,0.0,In-House,12,Hybrid,88.8,True,False,2.6,1,0.0,0.0,0.0,2.0,1.0,1.0,0,4.741447804280639
POL-2020399,INS-10399,Fintech-Payments,State,National,2024-02-01,2025-01-31,2024,498.5,1582,644.7,5,0.138,865148,False,True,0.0,,12,AWS,76.2,True,False,4.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.2136075980886085
POL-2020400,INS-10400,Community Bank,OCC,National,2022-11-09,2023-11-09,2022,21.1,52,212.3,2,0.099,10328,False,True,0.0,Other,66,GCP,70.9,True,True,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.095577608523707
POL-2020401,INS-10401,National Bank,FDIC,National,2023-02-20,2024-02-20,2023,30265.7,134633,338073.4,50,0.63,170120179,False,True,0.0,Finastra,37,On-Prem,89.6,True,False,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.317803377242255
POL-2020402,INS-10402,Fintech-Payments,CFPB,Southwest,2022-12-22,2023-12-22,2022,348.1,966,438.8,1,0.041,176962,False,True,0.0,,13,On-Prem,89.3,False,False,4.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.855358414110991
POL-2020403,INS-10403,Community Bank,FINRA,West,2024-01-01,2024-12-31,2024,157.2,993,1300.5,15,0.499,255279,False,True,0.0,Other,72,On-Prem,75.4,True,False,2.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0,5.063860055333554
POL-2020404,INS-10404,Insurance Carrier,FINRA,National,2022-10-18,2023-10-18,2022,4937.0,15302,13924.3,15,0.147,10609222,False,False,0.0,,112,Azure,94.7,True,True,2.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0,8.504715669905124
POL-2020405,INS-10405,Insurance Carrier,State,Northeast,2021-03-24,2022-03-24,2021,3948.8,19954,6065.3,10,0.164,5174209,False,False,0.0,,39,On-Prem,76.2,True,True,2.3,0,0.0,0.0,0.0,2.0,2.0,0.0,0,8.281420223701886
POL-2020406,INS-10406,Community Bank,FRB,Northeast,2022-01-11,2023-01-11,2022,42.4,195,532.8,10,0.42,53363,False,True,0.0,Fiserv,121,GCP,79.6,True,False,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3.770459441106359
POL-2020407,INS-10407,Broker-Dealer,FINRA,National,2022-08-26,2023-08-26,2022,338.2,1155,448.9,10,0.49,722917,True,False,0.0,,42,GCP,82.4,True,False,2.5,0,1.0,13542297.0,6500620.0,0.0,0.0,0.0,1,5.826589903917748
POL-2020408,INS-10408,Asset Manager,State,Southeast,2024-03-14,2025-03-14,2024,783.1,3167,2327.7,10,0.237,1066921,True,False,8.6,,21,Azure,78.5,True,True,3.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.664536563236877
POL-2020409,INS-10409,Community Bank,OCC,Northeast,2024-09-16,2025-09-16,2024,143.0,826,1781.9,500,6.414,1971020,False,True,0.0,In-House,28,GCP,78.6,True,False,3.3,0,1.0,3444498.0,1807501.0,1.0,0.0,0.0,1,4.969813299576001
POL-2020410,INS-10410,Broker-Dealer,FINRA,Northeast,2024-04-02,2025-04-02,2024,910.7,6152,2011.4,15,0.673,2077852,True,False,0.0,,13,On-Prem,91.7,True,False,3.6,1,0.0,0.0,0.0,1.0,0.0,1.0,0,6.815310988590857
POL-2020411,INS-10411,Regional Bank,NCUA,Southwest,2024-06-17,2025-06-17,2024,298.1,1203,4187.3,25,1.205,889568,False,True,0.0,FIS,104,GCP,91.8,False,True,5.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.700777965635902
POL-2020412,INS-10412,Asset Manager,OCC,Southeast,2020-03-25,2021-03-25,2020,2414.0,7636,5254.9,10,0.249,4108386,True,False,2.0,,61,Azure,87.0,False,True,1.8,1,1.0,761843.0,12318.0,0.0,0.0,0.0,1,7.789454566086673
POL-2020413,INS-10413,Regional Bank,FDIC,National,2024-12-24,2025-12-24,2024,457.6,1394,4809.9,25,0.355,1271961,False,True,0.0,In-House,3,Azure,80.0,True,False,4.8,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.128178370423804
POL-2020414,INS-10414,Regional Bank,FDIC,West,2020-01-06,2021-01-05,2020,500.3,1146,7206.3,25,0.647,1217247,False,True,0.0,Other,32,Azure,85.3,False,True,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.2172047242694575
POL-2020415,INS-10415,Asset Manager,FDIC,National,2023-07-11,2024-07-10,2023,963.8,4253,1388.8,1,0.025,407554,True,False,2.2,,25,Hybrid,83.5,True,False,4.7,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.8719208259729205
POL-2020416,INS-10416,Regional Bank,SEC,West,2020-06-17,2021-06-17,2020,935.4,1948,8627.7,2,0.025,634656,False,True,0.0,FIS,12,GCP,78.3,True,True,4.2,1,0.0,0.0,0.0,1.0,0.0,1.0,0,6.842042735616755
POL-2020417,INS-10417,National Bank,FDIC,Southwest,2020-08-06,2021-08-06,2020,9887.7,28850,129808.6,50,2.473,46105511,False,True,0.0,Other,14,Hybrid,91.0,True,False,1.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.199147970072033
POL-2020418,INS-10418,Community Bank,FRB,Northeast,2022-01-18,2023-01-18,2022,36.1,87,497.4,50,0.266,139279,False,True,0.0,FIS,28,AWS,86.5,True,True,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6136169696133895
POL-2020419,INS-10419,Hedge Fund,CFPB,National,2020-05-07,2021-05-07,2020,683.8,2129,1979.1,15,0.622,1683869,True,False,0.0,,102,Hybrid,72.9,True,True,3.7,2,0.0,0.0,0.0,3.0,0.0,1.0,0,6.529126824827532
POL-2020420,INS-10420,Broker-Dealer,SEC,West,2022-04-04,2023-04-04,2022,762.8,1905,788.7,2,0.062,562385,False,False,0.0,,59,On-Prem,97.8,True,True,5.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0,6.6383059747914155
POL-2020421,INS-10421,Broker-Dealer,FINRA,Midwest,2022-02-07,2023-02-07,2022,722.1,6420,937.8,15,0.591,1690681,False,False,0.0,,14,Azure,93.6,True,True,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.583547525180906
POL-2020422,INS-10422,Community Bank,CFPB,West,2020-04-11,2021-04-11,2020,87.0,268,1194.1,10,0.164,132870,False,True,0.0,In-House,33,GCP,89.4,True,True,3.5,0,0.0,0.0,0.0,3.0,0.0,0.0,0,4.477336814478207
POL-2020423,INS-10423,Hedge Fund,FINRA,National,2022-07-06,2023-07-06,2022,286.4,823,343.2,1,0.043,161278,True,False,0.0,,27,On-Prem,74.8,True,True,2.6,0,0.0,0.0,0.0,4.0,1.0,2.0,0,5.660874973644924
POL-2020424,INS-10424,Broker-Dealer,FINRA,Northeast,2022-08-15,2023-08-15,2022,1439.0,4546,2117.3,5,0.078,1834876,True,False,0.0,,56,Azure,81.2,True,True,4.1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.272398392570047
POL-2020425,INS-10425,Community Bank,FDIC,National,2021-09-07,2022-09-07,2021,104.4,298,1205.1,5,0.196,82481,False,True,0.0,FIS,55,AWS,68.9,True,False,2.9,0,0.0,0.0,0.0,3.0,0.0,2.0,0,4.657762636107262
POL-2020426,INS-10426,Fintech-Payments,State,West,2024-07-25,2025-07-25,2024,799.8,3156,1332.9,10,0.424,1783772,False,True,0.0,,300,GCP,81.2,True,False,4.5,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.685611228001011
POL-2020427,INS-10427,Asset Manager,SEC,West,2021-06-13,2022-06-13,2021,526.1,1708,901.3,2,0.051,313403,True,False,15.3,,6,Hybrid,85.2,True,True,3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,6.267390283861161
POL-2020428,INS-10428,Regional Bank,FRB,Southwest,2021-10-22,2022-10-22,2021,242.8,1718,2290.8,2,0.04,145222,False,True,0.0,Fiserv,23,Azure,74.8,True,True,2.4,1,1.0,139910.0,4162.0,1.0,0.0,1.0,1,5.496348217047172
POL-2020429,INS-10429,Fintech-Lending,CFPB,Northeast,2021-12-24,2022-12-24,2021,424.9,1680,1226.9,10,0.087,819651,False,False,0.0,,11,Azure,79.0,True,True,4.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.054204576929168
POL-2020430,INS-10430,Community Bank,CFPB,Southwest,2021-01-22,2022-01-22,2021,41.2,141,617.8,2,0.025,18029,False,True,0.0,Temenos,37,On-Prem,78.3,False,True,2.8,0,1.0,149288.0,29221.0,1.0,0.0,0.0,1,3.742420221041966
POL-2020431,INS-10431,Broker-Dealer,FINRA,Midwest,2020-12-17,2021-12-17,2020,448.5,1980,540.3,15,0.127,881700,False,False,0.0,,119,Hybrid,86.7,True,True,1.2,0,1.0,4179836.0,708547.0,0.0,0.0,0.0,1,6.108135853911675
POL-2020432,INS-10432,Broker-Dealer,SEC,Southwest,2022-10-21,2023-10-21,2022,514.7,2317,1016.4,50,0.628,2504649,True,False,0.0,,45,Azure,83.2,True,True,4.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.245525201056913
POL-2020433,INS-10433,Fintech-Lending,State,Southwest,2023-08-20,2024-08-19,2023,374.8,1342,653.9,1,0.025,185278,False,False,0.0,,41,Azure,80.0,True,True,2.7,1,1.0,386388.0,89319.0,2.0,1.0,1.0,1,5.929057086979365
POL-2020434,INS-10434,Community Bank,FDIC,National,2021-03-06,2022-03-06,2021,367.4,2316,3759.1,5,0.063,300788,False,True,0.0,Fiserv,11,On-Prem,77.8,True,False,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.909169304381152
POL-2020435,INS-10435,Asset Manager,State,Northeast,2023-08-07,2024-08-06,2023,1168.2,3394,3135.9,10,0.339,1638760,True,False,2.1,,48,Azure,54.8,True,True,2.5,0,0.0,0.0,0.0,2.0,1.0,1.0,0,7.064075033237091
POL-2020436,INS-10436,Broker-Dealer,FINRA,West,2020-10-05,2021-10-05,2020,340.2,1358,578.8,1,0.025,152332,False,False,0.0,,19,On-Prem,79.0,True,True,2.3,1,2.0,149238.0,3825.0,0.0,0.0,0.0,1,5.832468815617524
POL-2020437,INS-10437,Regional Bank,NCUA,Southwest,2022-02-07,2023-02-07,2022,505.6,1658,4474.4,5,0.049,535319,False,True,0.0,Fiserv,13,Azure,98.1,True,False,2.8,1,1.0,110375.0,30091.0,0.0,0.0,0.0,1,6.227721737567575
POL-2020438,INS-10438,Fintech-Payments,State,National,2021-10-22,2022-10-22,2021,196.5,1122,233.8,10,0.452,518138,False,True,0.0,,44,GCP,86.4,False,True,3.6,1,1.0,917127.0,161047.0,1.0,0.0,1.0,1,5.285738584341177
POL-2020439,INS-10439,Regional Bank,FINRA,West,2023-07-05,2024-07-04,2023,468.2,1117,5057.6,2,0.04,228971,False,True,0.0,Other,29,Hybrid,83.1,True,False,2.9,1,0.0,0.0,0.0,1.0,0.0,0.0,0,6.151029116779321
POL-2020440,INS-10440,Broker-Dealer,SEC,National,2021-08-20,2022-08-20,2021,599.4,2801,1364.5,10,0.094,1031526,True,False,0.0,,33,Azure,86.9,False,True,4.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.397596099759307
POL-2020441,INS-10441,Regional Bank,OCC,National,2023-09-14,2024-09-13,2023,1180.4,7111,14092.3,5,0.069,1331006,False,True,0.0,Finastra,23,On-Prem,75.6,True,False,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7.074455454873135
POL-2020442,INS-10442,Fintech-Payments,SEC,West,2023-06-19,2024-06-18,2023,731.6,2576,2001.8,25,1.196,2743792,False,True,0.0,,14,AWS,69.5,True,True,4.1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.596599850344714
POL-2020443,INS-10443,Fintech-Payments,CFPB,Midwest,2020-05-20,2021-05-20,2020,256.2,1888,449.0,50,1.11,1521775,False,True,0.0,,31,Azure,98.6,True,False,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.549853992363464
POL-2020444,INS-10444,Regional Bank,FINRA,National,2024-02-17,2025-02-16,2024,752.8,3377,9435.6,1,0.038,298396,False,True,0.0,Other,29,GCP,86.2,True,True,2.6,0,1.0,3922047.0,2590813.0,0.0,0.0,0.0,1,6.625127080833035
