finding_id,insured_id,policy_id,examining_agency,exam_date,severity_label,control_area,finding_text
FND-50372,INS-10073,POL-2021173,NCUA,2021-10-25,Medium,logging and monitoring,The examination identified weaknesses in logging and monitoring that warrant management attention. Testing revealed that remediation of known critical vulnerabilities is not consistently performed across business lines. Remediation plan must be submitted.
FND-50373,INS-10073,POL-2021173,NCUA,2021-02-12,Low,third-party risk management,The institution maintains adequate controls over third-party risk management. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50374,INS-10765,POL-2020765,FDIC,2020-11-14,Low,business continuity planning,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in business continuity planning, which management has committed to address by next examination cycle."
FND-50375,INS-10340,POL-2021440,State,2022-04-08,Low,vulnerability management,Review of vulnerability management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50376,INS-10340,POL-2021440,State,2020-10-08,Low,identity and access management,Review of identity and access management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50377,INS-10340,POL-2021440,State,2020-07-19,Low,vulnerability management,Review of vulnerability management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50378,INS-10261,POL-2020261,FINRA,2022-11-29,Medium,vendor due diligence procedures,The examination identified weaknesses in vendor due diligence procedures that warrant management attention. Testing revealed that log retention and review is not consistently performed across business lines. Remediation plan must be submitted.
FND-50379,INS-10342,POL-2020342,OCC,2024-06-10,High,privileged access controls,"The examination identified material weaknesses in the institution's privileged access controls. Specifically, the institution has not adequately addressed prior examination findings regarding documented recovery time objectives. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50380,INS-10342,POL-2020342,OCC,2023-10-16,Medium,incident response capabilities,An MRA has been issued related to incident response capabilities. Examiners found that controls over timely application of security patches are not commensurate with the institution's risk profile and complexity.
FND-50381,INS-10342,POL-2020342,OCC,2023-08-18,Low,privileged access controls,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in privileged access controls, which management has committed to address by next examination cycle."
FND-50382,INS-10342,POL-2020342,OCC,2024-01-22,Medium,cloud security governance,An MRA has been issued related to cloud security governance. Examiners found that controls over segregation of duties in critical systems are not commensurate with the institution's risk profile and complexity.
